时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额
2011/7/7,1305.127,1313.985,1293.547,1295.575,-1.01%,1.56%,"728,968,920","5,803,853,300"
2011/7/6,1313.757,1313.757,1294.838,1308.837,-0.72%,1.44%,"733,944,690","5,706,447,200"
2011/7/5,1304.741,1318.725,1300.435,1318.38,1.25%,1.40%,"946,702,780","7,358,779,700"
2011/7/4,1275.688,1302.09,1275.688,1302.09,2.27%,2.07%,"952,607,580","6,964,878,600"
2011/7/1,1272.505,1281.651,1267.047,1273.245,0.24%,1.15%,"607,637,090","4,469,664,800"
2011/6/30,1247.52,1274.963,1247.52,1270.142,1.70%,2.20%,"774,598,030","5,660,369,900"
2011/6/29,1267.199,1274.592,1248.719,1248.916,-1.49%,2.04%,"633,523,270","4,520,071,400"
2011/6/28,1265.721,1269.9,1254.5,1267.846,-0.02%,1.21%,"694,027,520","5,372,243,000"
2011/6/27,1259.584,1270.48,1255.442,1268.142,0.62%,1.19%,"806,624,280","5,968,913,400"
2011/6/24,1225.869,1270.443,1222.651,1260.289,2.25%,3.88%,"1,007,678,190","7,544,460,100"
2011/6/23,1211.549,1236.937,1198.11,1232.517,1.75%,3.21%,"630,343,390","4,381,949,400"
2011/6/22,1213.589,1219.83,1207.264,1211.295,0.18%,1.04%,"497,041,640","3,521,016,500"
2011/6/21,1190.515,1209.227,1190.3,1209.099,2.05%,1.60%,"506,029,410","3,608,383,400"
2011/6/20,1196.173,1200.503,1175.9,1184.767,-1.32%,2.05%,"447,091,540","3,055,928,100"
2011/6/17,1216.881,1222.367,1199.55,1200.582,-1.57%,1.87%,"581,347,310","4,261,298,300"
2011/6/16,1232.759,1234.184,1214.024,1219.74,-2.20%,1.62%,"711,433,840","5,227,161,400"
2011/6/15,1239.114,1275.556,1236.545,1247.233,0.21%,3.13%,"925,221,800","6,282,974,500"
2011/6/14,1218.238,1245.526,1214.899,1244.6,2.03%,2.51%,"686,321,950","5,211,355,000"
2011/6/13,1212.539,1224.392,1201.517,1219.786,-0.13%,1.87%,"612,441,730","4,744,037,200"
2011/6/10,1214.44,1221.37,1200.094,1221.37,0.31%,1.75%,"667,928,630","4,989,449,900"
2011/6/9,1240.085,1244.813,1217.597,1217.637,-2.11%,2.19%,"1,007,802,840","8,073,433,800"
2011/6/8,1238.995,1244.174,1220.693,1243.856,0.12%,1.89%,"367,865,840","2,271,144,900"
2011/6/7,1222.208,1242.425,1220.781,1242.377,1.41%,1.77%,"755,863,770","5,612,766,000"
2011/6/3,1211.61,1229.366,1210.234,1225.136,0.66%,1.57%,"684,263,840","4,884,661,800"
2011/6/2,1194.126,1229.18,1181.536,1217.142,0.65%,3.94%,"966,022,180","6,263,435,800"
2011/6/1,1205.621,1211.182,1198.582,1209.296,0.20%,1.04%,"425,919,790","3,021,553,100"
2011/5/31,1174.104,1206.985,1174.104,1206.823,2.93%,2.80%,"516,894,700","3,247,648,800"
2011/5/30,1185.485,1189.422,1170.647,1172.522,-1.43%,1.58%,"364,678,210","2,334,050,300"
2011/5/27,1210.311,1214.367,1188.606,1189.472,-1.74%,2.13%,"445,984,360","3,147,783,300"
2011/5/26,1236.308,1240.511,1210.564,1210.564,-1.50%,2.44%,"423,633,620","2,974,484,200"
2011/5/25,1249.277,1250.389,1226.999,1228.97,-1.45%,1.88%,"460,439,880","3,171,931,300"
2011/5/24,1233.481,1249.335,1223.451,1247.035,0.62%,2.09%,"534,369,730","3,662,283,100"
2011/5/23,1292.105,1292.105,1239.375,1239.375,-4.36%,4.07%,"669,748,600","4,483,246,400"
2011/5/20,1306.016,1306.016,1288.333,1295.839,-1.03%,1.35%,"518,966,210","3,781,060,900"
2011/5/19,1324.277,1330.462,1306.663,1309.386,-1.03%,1.80%,"605,775,290","4,313,683,100"
2011/5/18,1308.202,1329.564,1308.202,1323.003,1.33%,1.64%,"565,743,390","4,041,080,600"
2011/5/17,1304.096,1317.559,1286.293,1305.575,-0.22%,2.39%,"609,762,290","4,498,851,700"
2011/5/16,1324.725,1325.922,1308.207,1308.496,-1.35%,1.34%,"672,075,200","4,868,812,300"
2011/5/13,1314.197,1327.165,1299.989,1326.411,0.83%,2.07%,"671,309,810","5,002,557,300"
2011/5/12,1343.857,1344.903,1315.448,1315.448,-3.00%,2.17%,"822,451,150","5,620,713,000"
2011/5/11,1364.502,1365.827,1344.75,1356.099,-0.83%,1.54%,"716,977,540","5,362,309,000"
2011/5/10,1363.438,1372.08,1353.048,1367.422,0.35%,1.40%,"738,782,960","5,266,885,800"
2011/5/9,1356.983,1367.217,1355.842,1362.628,0.34%,0.84%,"617,148,730","4,426,957,100"
2011/5/6,1357.97,1370.252,1344.927,1357.994,-1.54%,1.84%,"1,068,853,850","7,405,600,700"
2011/5/5,1333.049,1386.844,1327.632,1379.243,2.75%,4.41%,"1,308,804,790","8,835,670,700"
2011/5/4,1362.775,1373.279,1335.565,1342.369,-2.10%,2.75%,"1,237,391,980","8,826,410,300"
2011/5/3,1337.209,1371.188,1327.171,1371.188,2.50%,3.29%,"1,081,253,070","7,586,469,300"
2011/4/29,1297.821,1338.82,1297.821,1337.756,3.05%,3.16%,"652,733,250","4,608,784,200"
2011/4/28,1353.246,1358.772,1296.401,1298.131,-4.25%,4.60%,"1,189,541,810","7,910,855,400"
2011/4/27,1359.566,1378.544,1339.4,1355.794,-0.49%,2.87%,"1,261,607,950","8,629,358,900"
2011/4/26,1395.155,1398.201,1360.809,1362.538,-3.57%,2.65%,"934,882,820","6,774,731,700"
2011/4/25,1460.924,1460.924,1412.984,1412.984,-3.32%,3.28%,"1,235,990,740","9,049,040,500"
2011/4/22,1476.014,1489.718,1455.788,1461.556,-0.63%,2.31%,"1,437,910,900","10,859,095,200"
2011/4/21,1420.154,1475.809,1420.154,1470.873,4.05%,3.94%,"1,794,881,700","13,736,415,000"
2011/4/20,1427.001,1434.193,1404.248,1413.585,-1.24%,2.09%,"1,276,676,400","9,110,101,400"
2011/4/19,1428.285,1473.281,1419.064,1431.389,-0.44%,3.77%,"1,759,551,300","12,186,214,300"
2011/4/18,1414.366,1437.787,1402.305,1437.787,1.19%,2.50%,"1,525,889,300","11,081,675,200"
2011/4/15,1424.524,1425.477,1395.087,1420.92,-0.53%,2.13%,"1,623,510,100","11,508,751,300"
2011/4/14,1430.573,1457.575,1424.145,1428.559,0.12%,2.34%,"1,589,587,700","11,309,338,800"
2011/4/13,1420.877,1426.868,1407.241,1426.868,-0.18%,1.37%,"1,658,493,200","11,384,724,400"
2011/4/12,1384.741,1467.712,1379.67,1429.399,2.77%,6.33%,"2,907,960,500","20,164,950,000"
2011/4/11,1378.316,1414.444,1372.194,1390.828,1.20%,3.07%,"2,298,246,600","16,960,762,000"
2011/4/8,1349.658,1374.365,1345.296,1374.365,1.67%,2.15%,"1,219,449,490","9,607,312,500"
2011/4/7,1339.333,1361.909,1338.433,1351.816,1.02%,1.75%,"1,134,955,280","8,473,932,400"
2011/4/6,1313.3,1345.458,1310.499,1338.156,1.34%,2.65%,"1,090,315,980","8,689,653,500"
2011/4/1,1291.35,1320.407,1283.461,1320.407,2.09%,2.86%,"875,844,330","6,955,842,800"
2011/3/31,1320.967,1321.604,1287.873,1293.361,-2.33%,2.55%,"877,243,560","6,519,773,000"
2011/3/30,1312.935,1330.243,1297.098,1324.271,0.67%,2.52%,"1,030,374,440","7,638,664,500"
2011/3/29,1306.779,1353.749,1306.779,1315.395,0.62%,3.59%,"1,612,353,900","12,236,917,900"
2011/3/28,1290.044,1314.957,1290.044,1307.301,1.79%,1.94%,"1,293,596,730","11,192,717,800"
2011/3/25,1256.06,1284.481,1255.272,1284.368,2.43%,2.33%,"1,041,912,680","8,035,158,900"
2011/3/24,1253.748,1255.532,1248.95,1253.844,-0.14%,0.52%,"589,063,160","4,108,879,700"
2011/3/23,1239.47,1255.621,1237.111,1255.621,1.22%,1.49%,"679,572,850","4,650,394,600"
2011/3/22,1242.873,1244.497,1225.804,1240.522,-0.04%,1.51%,"516,314,370","3,770,140,300"
2011/3/21,1255.074,1256.7,1235.609,1241.065,-1.16%,1.68%,"543,422,940","3,791,369,400"
2011/3/18,1259.341,1266.441,1252.649,1255.683,0.26%,1.10%,"791,219,220","5,562,269,100"
2011/3/17,1272.933,1272.933,1252.417,1252.417,-2.81%,1.59%,"1,265,640,390","8,895,174,900"
2011/3/16,1258.476,1297.128,1249.484,1288.633,2.14%,3.78%,"1,432,673,800","9,746,382,300"
2011/3/15,1250.431,1261.683,1211.587,1261.683,1.35%,4.02%,"1,359,452,600","8,860,758,900"
2011/3/14,1239.578,1244.849,1239.578,1244.849,1.57%,0.43%,"657,633,940","4,819,678,400"
2011/3/11,1226.119,1226.119,1225.55,1225.55,-0.48%,0.05%,"388,100,830","3,097,790,200"
2011/3/10,1250.781,1250.781,1231.14,1231.503,-1.71%,1.57%,"457,382,090","3,469,060,000"
2011/3/9,1255.297,1256.736,1244.919,1252.904,-0.15%,0.94%,"497,689,400","3,769,730,400"
2011/3/8,1257.894,1257.894,1245.562,1254.823,-0.39%,0.98%,"600,972,990","4,521,157,000"
2011/3/7,1239.252,1259.754,1237.905,1259.754,1.83%,1.77%,"948,613,210","6,947,455,500"
2011/3/4,1207.069,1240.227,1207.069,1237.06,2.59%,2.75%,"853,669,540","5,453,792,500"
2011/3/3,1213.262,1218.631,1204.547,1205.805,-0.42%,1.16%,"496,735,700","3,889,345,400"
2011/3/2,1213.994,1214.25,1196.51,1210.913,-0.79%,1.45%,"439,719,690","3,593,319,100"
2011/3/1,1215.014,1225.427,1212.413,1220.527,0.47%,1.07%,"411,995,470","3,273,481,800"
2011/2/28,1201.799,1214.869,1198.503,1214.869,1.16%,1.36%,"353,042,080","2,762,660,000"
2011/2/25,1203.181,1203.181,1189.354,1200.969,-0.21%,1.15%,"349,567,380","2,728,015,900"
2011/2/24,1197.574,1203.461,1190.704,1203.461,0.29%,1.06%,"393,335,620","3,049,689,200"
2011/2/23,1188.499,1205.061,1188.499,1199.99,0.72%,1.39%,"402,621,630","3,292,785,200"
2011/2/22,1232.029,1232.682,1190.846,1191.437,-3.04%,3.40%,"628,744,610","5,302,703,600"
2011/2/21,1198.919,1228.855,1197.515,1228.804,1.76%,2.60%,"520,099,580","4,194,944,400"
2011/2/18,1222.471,1222.471,1198.137,1207.562,-1.27%,1.99%,"753,098,350","4,999,336,000"
2011/2/17,1225.134,1232.18,1212.733,1223.042,0.47%,1.60%,"720,214,830","5,111,452,200"
2011/2/16,1189.911,1218.711,1189.911,1217.299,2.41%,2.42%,"867,324,260","6,726,657,400"
2011/2/15,1198.524,1206.781,1188.032,1188.653,-0.79%,1.56%,"612,147,990","4,126,156,900"
2011/2/14,1163.747,1209.146,1163.747,1198.134,2.97%,3.90%,"970,525,670","6,943,289,400"
2011/2/11,1152.891,1166.769,1150.442,1163.595,0.80%,1.41%,"538,199,260","3,803,493,100"
2011/2/10,1123.459,1154.308,1120.465,1154.308,2.55%,3.01%,"406,054,000","2,860,450,400"
2011/2/9,1127.031,1133.898,1119.792,1125.614,-0.90%,1.24%,"276,310,990","1,845,032,100"
2011/2/1,1142.866,1142.866,1130.367,1135.824,-0.50%,1.09%,"249,311,350","1,707,547,300"
2011/1/31,1125.077,1141.737,1121.493,1141.542,1.55%,1.80%,"420,318,850","2,919,278,500"
2011/1/28,1120.461,1127.82,1114.986,1124.114,0.34%,1.15%,"350,255,030","2,401,240,800"
2011/1/27,1102.552,1125.244,1095.264,1120.283,0.93%,2.70%,"418,419,850","2,615,598,900"
2011/1/26,1096.699,1109.981,1095.645,1109.981,1.10%,1.31%,"303,103,800","2,012,333,900"
2011/1/25,1093.637,1117.753,1090.699,1097.947,0.86%,2.49%,"514,026,990","3,497,236,400"
2011/1/24,1099.602,1106.884,1088.456,1088.596,-0.80%,1.68%,"339,076,730","2,300,805,900"
2011/1/21,1077.843,1104.984,1077.843,1097.386,1.56%,2.51%,"376,224,290","2,541,734,000"
2011/1/20,1114.394,1114.394,1080.575,1080.575,-2.93%,3.04%,"355,083,650","2,371,748,800"
2011/1/19,1093.083,1113.385,1091.389,1113.153,1.94%,2.01%,"323,429,930","2,238,440,100"
2011/1/18,1085.27,1092.66,1083.694,1092.011,0.11%,0.82%,"254,155,260","1,714,601,000"
2011/1/17,1124.003,1126.396,1090.544,1090.785,-3.79%,3.16%,"393,531,840","2,546,387,300"
2011/1/14,1151.755,1151.755,1126.895,1133.769,-1.90%,2.15%,"328,025,240","2,266,531,400"
2011/1/13,1168.957,1168.957,1151.827,1155.73,-1.03%,1.47%,"358,064,830","2,552,734,500"
2011/1/12,1142.702,1176.594,1142.295,1167.765,2.34%,3.01%,"650,080,730","4,303,877,300"
2011/1/11,1135.209,1142.138,1121.491,1141.018,0.00%,1.81%,"375,269,550","2,615,206,200"
2011/1/10,1159.643,1159.912,1138.35,1141.023,-1.29%,1.87%,"423,098,220","3,006,711,300"
2011/1/7,1146.094,1169.331,1138.034,1155.91,0.73%,2.73%,"512,731,910","3,587,424,500"
2011/1/6,1146.921,1153.67,1141.531,1147.496,-0.14%,1.06%,"309,522,420","2,387,323,800"
2011/1/5,1149.872,1151.787,1144.46,1149.061,-0.80%,0.63%,"406,641,090","2,973,571,600"
2011/1/4,1141.748,1158.381,1130.99,1158.381,2.58%,2.43%,"601,574,040","4,418,759,900"
